order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD317380,ID0711331840,2019-10-15,Thompson,"[('pearTV', 1), ('Lucent 330S', 1)]",7540.0,80.12,-37.8067394,144.9580707,15,6489.12,Spring,False,1.1715,good buy loving it,True
ORD366307,ID2457712052,2019-06-07,Bakers,"[('Thunder line', 1), ('iAssist Line', 2), ('Olivia x460', 1)]",7855.0,66.12,-37.804963,144.97872030000005,15,6742.87,Winter,True,1.5565,"do not buy, this is obsolete verizon will not activate this phone because its 3g. can't find any carrier that will activate this phone. seller, online shopping won't allow return because 7 days past 30 day return window. its a useless phone with deceptive advertising",False
ORD172702,ID0301502303,2019-05-17,Bakers,"[('iAssist Line', 1), ('Toshika 750', 1), ('Lucent 330S', 1), ('iStream', 2)]",8075.0,67.52,-37.8068473,144.9837274,0,8142.52,Autumn,False,1.0708,smart phone....cool i so much like dis....it small on my hand and i love it bcos it look so smart,True
ORD312133,ID3215192363,2019-03-20,Thompson,"[('Thunder line', 1), ('iStream', 1), ('pearTV', 2), ('Universe Note', 2)]",21850.0,78.84,-37.8094403,144.9491969,5,20836.34,Autumn,True,0.4056,fantastic very good,True
ORD217597,ID0709973344,2019-04-02,Thompson,"[('Alcon 10', 2), ('Lucent 330S', 1)]",19130.0,65.09,-37.8148701,144.9356697,25,14412.59,Autumn,False,1.0319,four stars happy with this purchase,True
ORD105964,ID2700682441,2019-11-16,Bakers,"[('Toshika 750', 2), ('Olivia x460', 1), ('Alcon 10', 2)]",27765.0,58.36,-37.8223333,144.97554069999995,15,23658.61,Spring,False,8112.9406,not as good as it could have been product had scratches all over screen and a cheap non glass screen protector.,False
ORD275203,ID0575390860,2019-07-27,Nickolson,"[('pearTV', 1), ('Thunder line', 1), ('Olivia x460', 1), ('Universe Note', 1)]",13165.0,52.94,-37.820184499999996,144.9850372,5,12559.69,Winter,False,1.3732,two stars this mobile is not connecting in bluetooth to other mobile and download problem and not recognizing in computer.,False
ORD413162,ID2291074006,2019-04-06,Thompson,"[('Toshika 750', 1), ('iAssist Line', 2), ('Universe Note', 2)]",15670.0,63.71,-37.813093,144.9514986,0,15733.71,Autumn,True,0.3924,scam this cell is locked.,False
ORD462129,ID0702352297,2019-03-01,Thompson,"[('iStream', 2), ('pearTV', 2), ('Alcon 10', 1)]",21870.0,79.19,-37.8056975,144.94140910000004,0,21949.19,Autumn,True,0.9224,"expected from a refurbished a bit of a burned screen effect, excellent body contidion",True
ORD012129,ID6167417937,2019-09-17,Nickolson,"[('Thunder line', 2), ('Toshika 750', 1)]",8680.0,77.93,-37.8150115,144.9601599,15,7455.93,Spring,False,0.9171,five stars the phone works like its new. it was unlocked and works with all carries like the phone alot,True
ORD200399,ID6167231006,2019-11-17,Thompson,"[('pearTV', 1), ('Universe Note', 2)]",13210.0,85.11,-37.817134,144.9531197,10,11974.11,Spring,True,0.7278,oh let me give u my review not happy at all i got so screwed with a phone that's locked up cause its showing up as stollen when trying to actavaite it so now i just have a locked phone cause i donot want to take the chance of getting screwd out of my money and a phone so i'll just take my loss and keep the phone,False
ORD428162,ID0448076957,2019-02-18,Nickolson,"[('Thunder line', 1), ('Lucent 330S', 2), ('Universe Note', 1)]",8090.0,87.43,-37.7994811,144.9740965,0,8177.43,Summer,False,2.1649,easy usage have been using it for a week now. love the large touch screen button and it automatically put itself in energy conserve mode when not in use.,True
ORD126035,ID0250933639,2019-10-27,Bakers,"[('iAssist Line', 2), ('iStream', 1), ('Lucent 330S', 2), ('Universe Note', 1)]",10510.0,86.38,-37.8247764,145.00658230000005,5,10070.88,Spring,False,1.9244,convinced me to switch to alcon from olivia universe excellent product,True
ORD021103,ID1479928108,2019-03-18,Thompson,"[('Lucent 330S', 2), ('Thunder line', 2), ('Olivia x460', 1), ('iStream', 2)]",8345.0,66.28,-37.820997,144.9551426,0,8411.28,Autumn,True,1.1673,"worth it condition was better than expected, phone had clean imei and was in mint condition. love it.",True
ORD166334,ID5472131169,2019-01-09,Nickolson,"[('Thunder line', 1), ('Universe Note', 1)]",5630.0,61.67,-37.819972,144.95648219999995,5,5410.17,Summer,False,1.1594,not good does not work well and texting takes 5 minutes to reasived plus many other issues,False
ORD304201,ID0844472458,2019-12-01,Thompson,"[('iAssist Line', 1), ('Lucent 330S', 2)]",4685.0,95.27,-37.82171829999999,144.9474967,25,3609.02,Summer,True,1.0076,"happy happy! i have always hesitated getting a used phone, especially site-unseen, but i got this the other day and it's perfect. i brought it to sprint and they checked to make sure it wasn't blacklisted and it wasn't. so far it works great. thank you!",True
ORD304984,ID0575388286,2019-02-27,Nickolson,"[('Thunder line', 2), ('Olivia x460', 2)]",6810.0,97.28,-37.81993660000001,144.9849822,15,5885.78,Summer,True,1.3651,five stars love it,True
ORD352401,ID0781083679,2019-04-18,Bakers,"[('Lucent 330S', 1), ('iAssist Line', 2), ('Universe Note', 2)]",12580.0,70.29,-37.8226366,145.01407450000005,0,12650.29,Autumn,True,2.1738,very satisfied phone was just as described in the ad. very happy with condition and usability of the phone. phone arrived quickly.,True
ORD161775,ID1492416091,2019-09-14,Thompson,"[('Alcon 10', 1), ('Thunder line', 2)]",13310.0,80.21,-37.802356599999996,144.9577629,15,11393.71,Spring,False,1.4844,great phone so far delivered fast! great phone so far. just like new!,True
ORD191266,ID0746912586,2019-10-20,Nickolson,"[('Lucent 330S', 1), ('iStream', 2), ('Thunder line', 2), ('Olivia x460', 2)]",8340.0,107.59,-37.824155499999996,144.98390569999995,5,8030.59,Spring,True,1.4058,works great!,True
ORD175533,ID0026051948,2019-06-29,Nickolson,"[('Olivia x460', 2), ('Lucent 330S', 2)]",4910.0,73.9,-37.8150464,144.9718458,5,4738.4,Winter,True,0.4436,all good i love it,True
ORD259157,ID1985561682,2019-01-12,Nickolson,"[('iAssist Line', 1), ('Lucent 330S', 2), ('Candle Inferno', 2)]",5545.0,87.72,-37.81674829999999,144.96998069999995,15,4800.97,Summer,True,0.209,five stars this phone is brand new. great seller,True
ORD042922,ID3804569172,2019-12-22,Bakers,"[('Olivia x460', 1), ('Toshika 750', 1), ('Universe Note', 2)]",12445.0,97.64,-37.8202297,144.9894253,25,9431.39,Summer,True,1.2484,nice good,True
ORD118747,ID0591399036,2019-07-14,Nickolson,"[('Universe Note', 2), ('iAssist Line', 1), ('Lucent 330S', 1), ('Toshika 750', 2)]",18995.0,62.78,-37.822337899999994,144.96099719999995,5,18108.03,Winter,True,0.8599,it died on the 4/20/2015 i like the phone but don't like that i payed money ... it died on the 4/20/2015 i like the phone but don't like that i payed money and the cell dies this soon i have never dropped it our anything that would make it die.,False
ORD118150,ID0163373970,2019-08-04,Thompson,"[('Universe Note', 1), ('Candle Inferno', 1), ('iAssist Line', 2), ('Olivia x460', 2)]",10780.0,75.64,-37.8137982,144.9541247,15,9238.64,Winter,True,0.633,great great tool,True
ORD271631,ID2180785582,2019-09-11,Nickolson,"[('Candle Inferno', 1), ('pearTV', 2), ('Thunder line', 2)]",17410.0,74.81,-37.81684,144.96164119999997,0,17484.81,Spring,False,0.7225,"excellent condition and fast delivery! very pleased with the ipad and the service. not a scratch on it, looks and works like it’s brand new! thanks!",True
ORD018313,ID0777793471,2019-07-18,Thompson,"[('iStream', 2), ('Candle Inferno', 2), ('Toshika 750', 1), ('Universe Note', 2)]",12380.0,66.08,-37.8062531,144.9557032,10,11208.08,Winter,False,1.0428,i got the lime gold which looks better than the picture i am loving this phone. i got the lime gold which looks better than the picture.,True
ORD172794,ID0641028631,2019-09-09,Bakers,"[('pearTV', 2), ('Candle Inferno', 1), ('Universe Note', 2)]",19950.0,100.36,-37.8104922,144.94322759999997,10,18055.36,Spring,True,8116.4909,useful fm the fm radio is useful as we went to a drive in cinema.,True
